segment_id,role,text,start,end
55,Agent,dan juga nombor ID pekerja Encik sekarang.,153.86,155.82
56,Agent,Saya akan buat laporan rasmi terus ke ibu pejabat,156.12,158.48
57,Agent,dan juga aduan ke SKMM.,158.48,159.84
58,Agent,"Hmph,",160.64,161.16
59,Agent,aduh lah aduh.,161.52,162.5
60,Agent,Ingat saya takut ke dengan ugutan macam tu?,162.84,165.06
61,Agent,"Setakat nak lapor ke SKMM,",165.7,167.28
62,Agent,beribu-ribu orang dah buatlah Encik.,167.8,169.6
63,Agent,Tak ada kesan apa pun dekat saya.,169.78,171.14
64,Agent,Nama saya Imran.,171.7,173.1
65,Agent,Eja betul-betul ya.,173.38,174.18
66,Agent,ID pekerja saya tak payah tahu.,174.66,176.28
67,Agent,Bukan urusan Encik pun.,176.54,177.74
68,Agent,Baik Encik Imran.,178.36,179.22
69,Agent,Perbualan ini sedang dirakam oleh sistem Encik sendiri,179.44,182.26
70,Agent,dan saya pasti pihak pengurusan tertinggi,182.26,184.52
71,Agent,tidak akan bertoleransi dengan sikap biadab sebegini terhadap pelanggan.,184.52,187.84
72,Agent,Terima kasih kerana tidak menyelesaikan masalah saya.,188.18,190.56
73,Agent,Saya akan gunakan saluran lain.,190.82,192.28
74,Agent,Ada saya kisah pasal rakaman.,192.84,194.32
75,Agent,Lagipun malaslah saya nak bazir masa,195.04,196.88
76,Agent,melayan pelanggan yang tak faham bahasa macam Encik ni.,196.88,199.1
77,Agent,Menyemak petang saya je.,199.6,200.74
78,Agent,"Dahlah,",201.24,201.58
79,Agent,bayar je bil tu kalau tak nak land kena sekat.,201.94,203.86
80,Agent,Bye.,204.2,204.42
