call_id,start_sec,system_text,human_text,text_similarity,combined_score,system_role,human_role,label_correct,matched,text_override,override_phrase,status
delivery_malay,33.32,"Saya tengah banyak kerja ni, cik. Bukan cik sorang je pelanggan saya.",Nombor dia T R sembilan sembilan lapan lapan awak ni tak boleh ke cakap elok elo,0.183,0.51,Agent,Customer,False,True,False,,❌ WRONG
delivery_malay,37.26,"Okey, kejap. Saya tengok.",Nombor dia T R sembilan sembilan lapan lapan awak ni tak boleh ke cakap elok elo,0.26,0.556,Agent,Customer,False,True,False,,❌ WRONG
delivery_malay,38.68,Ha ni sistem cakap kurier dah letak atas pagar rumahh cik.,Hah ni sistem cakap courier dah letak atas pagar rumah encik pergi la cari kat l,0.764,0.458,Agent,Agent,True,True,False,,✅ CORRECT
delivery_malay,42.28,Pergilah cari kat luar ruh.,Saya tengah banyak kerja ni encik bukan encik sorang je pelanggan saya okey keja,0.2,0.52,Customer,Agent,False,True,False,,❌ WRONG
delivery_malay,43.84,Saya dah cari satu rumah tak ada pun.,Saya tengah banyak kerja ni encik bukan encik sorang je pelanggan saya okey keja,0.292,0.383,Customer,Agent,False,True,False,,❌ WRONG
delivery_malay,46.48,"Hantar dia hantar salah rumah, kenapa?",Hah ni sistem cakap courier dah letak atas pagar rumah encik pergi la cari kat l,0.371,0.623,Customer,Agent,False,True,False,,❌ WRONG
delivery_malay,48.82,Alah saya tahu. Saya duduk pejabat. Bukan saya yang hantar barang tu.,Hah ni sistem cakap courier dah letak atas pagar rumah encik pergi la cari kat l,0.323,0.594,Customer,Agent,False,True,False,,❌ WRONG
delivery_malay,52.28,Pergi call Korea tu sendiri.,Saya dah cari satu rumah tak ada pun entah entah dia hantar salah rumah ke apa,0.245,0.474,Customer,Customer,True,True,False,,✅ CORRECT
delivery_malay,53.48,"Kan ni platform tempat saya beli barang, kenapa pula saya yang kena call Korea,",Saya dah cari satu rumah tak ada pun entah entah dia hantar salah rumah ke apa,0.369,0.622,Customer,Customer,True,True,False,,✅ CORRECT
delivery_malay,57.88,awak lah yang kena uruskan?,Saya dah cari satu rumah tak ada pun entah entah dia hantar salah rumah ke apa,0.267,0.505,Customer,Customer,True,True,False,,✅ CORRECT
delivery_malay,59.66,"Anjik, tanggung jawab kita orang sampai barang tu keluar gudang je,",Mana lah saya tahu saya duduk pejabat bukan saya yang hantar barang tu pergi cal,0.455,0.673,Customer,Agent,False,True,False,,❌ WRONG
delivery_malay,63.22,lepas tu pandai-pandailah Korea.,Mana lah saya tahu saya duduk pejabat bukan saya yang hantar barang tu pergi cal,0.212,0.527,Customer,Agent,False,True,False,,❌ WRONG
delivery_malay,65.08,Ini tak masuk akal.,Mana lah saya tahu saya duduk pejabat bukan saya yang hantar barang tu pergi cal,0.218,0.414,Customer,Agent,False,True,False,,❌ WRONG
delivery_malay,66.66,Saya nak buat aduan pasal servis awak.,Kan ni platform tempat saya beli barang kenapa pula saya yang kena call courier ,0.361,0.617,Customer,Customer,True,True,False,,✅ CORRECT
delivery_malay,68.66,Bagi saya nama penuh awak sekarang.,Kan ni platform tempat saya beli barang kenapa pula saya yang kena call courier ,0.369,0.621,Customer,Customer,True,True,False,,✅ CORRECT
delivery_malay,70.72,Buatlah aduan.,Kan ni platform tempat saya beli barang kenapa pula saya yang kena call courier ,0.133,0.48,Customer,Customer,True,True,False,,✅ CORRECT
delivery_malay,71.56,Inak saya takut ke?,Kan ni platform tempat saya beli barang kenapa pula saya yang kena call courier ,0.192,0.515,Customer,Customer,True,True,False,,✅ CORRECT
delivery_malay,72.6,Nama saya Rizal.,Kan ni platform tempat saya beli barang kenapa pula saya yang kena call courier ,0.213,0.528,Customer,Customer,True,True,False,,✅ CORRECT
delivery_malay,73.7,Ada apa-apa lagi nak marah-marah ni?,,0.0,0.327,Agent,Unknown,False,False,False,,⚠ UNMATCHED
delivery_malay,75.5,Kurang aja betul.,Eh encik tanggungjawab kitorang sampai barang tu keluar gudang je lepas tu panda,0.207,0.524,Customer,Agent,False,True,False,,❌ WRONG
delivery_malay,76.74,Saya nak cakap dengan pengurus awak.,Eh encik tanggungjawab kitorang sampai barang tu keluar gudang je lepas tu panda,0.193,0.516,Customer,Agent,False,True,False,,❌ WRONG
delivery_malay,78.4,Saya tak nak berusian dengan orang macam awak.,Eh encik tanggungjawab kitorang sampai barang tu keluar gudang je lepas tu panda,0.262,0.557,Customer,Agent,False,True,False,,❌ WRONG
delivery_malay,80.68,Pengurus tak ada.,,0.0,0.288,Customer,Unknown,False,False,False,,⚠ UNMATCHED
delivery_malay,81.46,dia sibuk nak tunggu tunggu lah tak nak tunggu letak je telefon tu,Ini tak masuk akal saya nak buat aduan pasal servis awak bagi saya nama penuh aw,0.306,0.579,Customer,Customer,True,True,False,,✅ CORRECT
delivery_malay,85.18,dia adak betul punya perhimatan pelanggan,Ini tak masuk akal saya nak buat aduan pasal servis awak bagi saya nama penuh aw,0.303,0.582,Customer,Customer,True,True,False,,✅ CORRECT
delivery_malay,87.76,iyalah iyalah bye,Yelah yelah bye,0.812,0.487,Customer,Agent,False,True,False,,❌ WRONG
